,filename,predictedCategory,actualCategory
1148,Withholding Taxes Payable March pdf txt,regulatory,financial
1149,Accrued Professional Fees Dec pdf txt,intellectual property,financial
1150,Accrued Professional Fees March pdf txt,intellectual property,financial
1151,Bonus Payroll Tax Current Year Dec pdf txt,tax,financial
1152,Jurisdiction Full Detail Updated pdf txt,intellectual property,corporate
1153,Jurisdiction Full Detail pdf txt,intellectual property,corporate
1154,Eze Charity Articles Organization Moving Average pdf txt,corporate,corporate
1155,CDHGP Inc Incorporated Bylaws pdf txt,corporate,corporate
1156,ECS Electronic Clearing Service Electronic Clearing System Inc laws pdf txt,corporate,corporate
1157,Eze Charity Laws pdf txt,corporate,corporate
1158,Eze Canada Cert Incorporation Constitution pdf txt,corporate,corporate
1159,Eze Charity First Amendment Laws pdf txt,corporate,corporate
1160,CDHGP Inc Incorporated Certificate Incorporation pdf txt,corporate,corporate
1161,CDH Inc Cert Incorporation pdf txt,corporate,corporate
1162,ECS Electronic Clearing Service Electronic Clearing System Inc Cert Change Agent pdf txt,corporate,corporate
1163,ECS Electronic Clearing Service Electronic Clearing System Inc Cert Merger and Restated Cert Incorp pdf txt,corporate,corporate
1164,CDH Inc Bylaws pdf txt,corporate,corporate
1165,Eze Canada Law Number Executed pdf txt,corporate,corporate
1166,Eze Charity Articles Amendment name change pdf txt,corporate,corporate
1167,TPG Management LLC Limited Liability Company letter restoring full Monitoring Fee pdf txt,intellectual property,corporate
1168,TPG PEP Name Change pdf txt,corporate,corporate
1169,TPG PEP SUBSCRIBER AGMT DATA EZE OMS PMS redacted pricing pdf txt,intellectual property,corporate
1170,ver redacted pricing pdf txt,contracts,corporate
1171,TPG Managment Services Agreement pdf txt,contracts,corporate
1172,Related Party Agreements pdf txt,intellectual property,corporate
1173,ver redacted pricing pdf txt,contracts,corporate
1174,TPG Management LLC Limited Liability Company letter Monitoring Fee Reduction Notice pdf txt,intellectual property,corporate
1175,Atlassian Customer Agreement click through pdf txt,intellectual property,corporate
1176,ver redacted pricing pdf txt,contracts,corporate
1177,TPG Convoy LLC Limited Liability Company Certificate Formation pdf txt,corporate,corporate
1178,TPG Convoy LLC Limited Liability Company Operating Agreement Redacted pdf txt,corporate,corporate
1179,AIV Note TPG Convoy TPG BDH PDF txt,tax,corporate
1180,TPG Convoy LLC Limited Liability Company Operating Agreement Redacted pdf txt,corporate,corporate
1181,Investor Rights Agreement Redacted pdf txt,corporate,corporate
1182,AIV Note TPG Convoy TPG BDH PDF txt,tax,corporate
1183,TPG Convoy LLC Limited Liability Company Certificate Formation pdf txt,corporate,corporate
1184,AIV Note TPG Convoy Investor Redacted pdf txt,tax,corporate
1185,Subscription Agreement LPI Class Units TPG Convoy Holdings pdf txt,corporate,corporate
1186,Eze Singapore Certificate Incorporation pdf txt,corporate,corporate
1187,Eze EMEA Certificate Name Change pdf txt,corporate,corporate
1188,CDH Limited Partner Limited Partnership Limited Partner Limited Partnership Agreement pdf txt,corporate,corporate
1189,Eze India Certificate Incorporation pdf txt,regulatory,corporate
1190,Eze Europe Certificate Name Change pdf txt,corporate,corporate
1191,Eze Register Charges pdf txt,tax,corporate
1192,Subscription Agreement LPII Class Units TPG Convoy Holdings pdf txt,corporate,corporate
1193,CDH Limited Partner Limited Partnership Amendment Limited Partner Limited Partnership Agreement pdf txt,contracts,corporate
1194,Eze EMEA Memorandum and Articles Association pdf txt,corporate,corporate
1195,Eze Europe register members pdf txt,intellectual property,corporate
1196,Eze Europe Articles Association pdf txt,corporate,corporate
1197,Eze Register Members pdf txt,corporate,corporate
1198,Assignment Interest CDH LLC Limited Liability Company pdf txt,corporate,corporate
1199,ECTS LLC Limited Liability Company Cert Formation pdf txt,corporate,corporate
1200,ECS Electronic Clearing Service Electronic Clearing System LLC Limited Liability Company Cert Amendment Name Change pdf txt,corporate,corporate
1201,Eze Singapore Memorandum Articles Association pdf txt,corporate,corporate
1202,Subscription Agreement LPI Class Units RGIP LLC Limited Liability Company pdf txt,corporate,corporate
1203,Eze EMEA Certificate Incorporation pdf txt,corporate,corporate
1204,Eze EMEA register members pdf txt,intellectual property,corporate
1205,Eze Brazil Articles Association PDF txt,intellectual property,corporate
1206,Eze Certificate Change Name PDF txt,intellectual property,corporate
1207,CDH LLC Limited Liability Company Cert Formation pdf txt,corporate,corporate
1208,Eze Europe Certificate Incorporation pdf txt,corporate,corporate
1209,ECTS LLC Limited Liability Company Second LLC Limited Liability Company Agreement pdf txt,corporate,corporate
1210,Eze Australia Certificate registration PDF txt,regulatory,corporate
1211,Eze Europe Memorandum Association pdf txt,intellectual property,corporate
1212,Eze Register Secretaries pdf txt,intellectual property,corporate
1213,ESG Environmental social and governance LLC Limited Liability Company Third LLC Limited Liability Company Agreement pdf txt,corporate,corporate
1214,Eze Memorandum and Articles Association new name pdf txt,intellectual property,corporate
1215,ECS Electronic Clearing Service Electronic Clearing System LLC Limited Liability Company Fourth LLC Limited Liability Company Agreement pdf txt,corporate,corporate
1216,ECS Electronic Clearing Service Electronic Clearing System LLC Limited Liability Company Cert Amendment Agent Change pdf txt,corporate,corporate
1217,CDH LLC Limited Liability Company LLC Limited Liability Company Operating Agreement pdf txt,corporate,corporate
1218,Eze Australia Constitution PDF txt,corporate,corporate
1219,CDH Limited Partner Limited Partnership Limited Partner Limited Partnership Agreement pdf txt,corporate,corporate
1220,CDH Limited Partner Limited Partnership Certificate Partnership pdf txt,corporate,corporate
1221,ECS Electronic Clearing Service Electronic Clearing System LLC Limited Liability Company Certificate Formation pdf txt,corporate,corporate
1222,Eze India MOA Amended pdf txt,regulatory,corporate
1223,Subscription Agreement LPII Class Units RGIP LLC Limited Liability Company pdf txt,corporate,corporate
1224,CDH Limited Partner Limited Partnership Amendment Limited Partner Limited Partnership Agreement pdf txt,contracts,corporate
1225,CDH Limited Partner Limited Partnership Amendment Limited Partner Limited Partnership Agreement pdf txt,contracts,corporate
1226,ESG Environmental social and governance LLC Limited Liability Company Amendment Cert Formation name change pdf txt,intellectual property,corporate
1227,Eze Register Directors pdf txt,corporate,corporate
1228,ESG Environmental social and governance LLC Limited Liability Company Cert Formation pdf txt,corporate,corporate
1229,CDH Limited Partner Limited Partnership Amendment Limited Partner Limited Partnership Agreement pdf txt,contracts,corporate
1230,Eze India Articles Association pdf txt,regulatory,corporate
1231,CDH Limited Partner Limited Partnership Amendment Limited Partner Limited Partnership Agreement pdf txt,contracts,corporate
1232,CDH Limited Partner Limited Partnership Amendment Limited Partner Limited Partnership Agreement pdf txt,contracts,corporate
1233,CDH Limited Partner Limited Partnership Certificate Partnership pdf txt,corporate,corporate
1234,Eze Register Transfers pdf txt,tax,corporate
1235,Eze Certificate Incorporation pdf txt,corporate,corporate
1236,Eze India RBI Reserve Bank India Approval for allotment July pdf txt,regulatory,corporate
1237,Eze India Share Ledger pdf txt,regulatory,corporate
1238,Eze India EGM Minutes India pdf txt,regulatory,corporate
1239,Share Certificate Number pdf txt,regulatory,corporate
1240,Share Certificate Number pdf txt,regulatory,corporate
1241,Eze India Extract Board Reso pdf txt,regulatory,corporate
1242,Eze India EGM Minutes Boston pdf txt,regulatory,corporate
1243,Eze India Board Minutes Redacted pdf txt,regulatory,corporate
1244,Eze India Board Minutes Redacted pdf txt,regulatory,corporate
1245,Share Certificate Number pdf txt,corporate,corporate
1246,Eze India GPR Eze Castle July pdf txt,regulatory,corporate
1247,Eze India RBI Reserve Bank India Ack GPR Jan pdf txt,regulatory,corporate
1248,Eze India GPR Eze Software July pdf txt,regulatory,corporate
1249,Share Certificate Number pdf txt,corporate,corporate
1250,Corporate Org Chart pdf txt,corporate,corporate
1251,Key milestones for Eze Software present pdf txt,intellectual property,corporate
1252,Business Trade Names pdf txt,intellectual property,corporate
1253,List Officers Directors pdf txt,human resources,corporate
1254,Current Litigation Summary pdf txt,legal,legal
1255,Settlement Agreement signed PDF txt,human resources,legal
1256,Summary Investigations pdf txt,legal,legal
1257,Mi FID Markets Financial Instruments Directive Note Ezesoft FIX Financial Information Exchange Connection October pdf txt,regulatory,legal
1258,PLATTS LICENSE AGREEMENT pdf txt,intellectual property,legal
1259,Eze Australia Australian Financial Services License pdf txt,regulatory,legal
1260,ECTS NASD Membership Agreement pdf txt,regulatory,legal
1261,Report pdf txt,regulatory,legal
1262,AML Anti money laundering CTF Audit Report final pdf txt,regulatory,legal
1263,Corporate Compliance Documentation pdf txt,regulatory,legal
1264,Report pdf txt,regulatory,legal
1265,ECTS BSA Bank Secrecy Act and AML Anti money laundering Compliance Policy and Procedures pdf txt,regulatory,legal
1266,Eze Australia KYC Know Your Customer Form FINAL pdf txt,intellectual property,legal
1267,Report pdf txt,regulatory,legal
1268,Eze Australia accounts receivable Special AML Anti money laundering CTF Program FINAL approved Jan pdf txt,intellectual property,legal
1269,Report pdf txt,regulatory,legal
1270,ECTS AML Anti money laundering Report Final pdf txt,regulatory,legal
1271,Cert pdf txt,regulatory,legal
1272,Cert pdf txt,regulatory,legal
1273,ECTS Compliance Manual updated April final pdf txt,regulatory,legal
1274,ECTS Sup Personnel Org Chart pdf txt,regulatory,legal
1275,Report pdf txt,regulatory,legal
1276,Report pdf txt,regulatory,legal
1277,Report pdf txt,regulatory,legal
1278,Cert pdf txt,regulatory,legal
1279,Cert pdf txt,regulatory,legal
1280,ECTS AML Anti money laundering Report Final pdf txt,regulatory,legal
1281,Cert pdf txt,regulatory,legal
1282,Report pdf txt,regulatory,legal
1283,Report pdf txt,regulatory,legal
1284,Report pdf txt,regulatory,legal
1285,United Kingdom Great Britain and Northern Ireland Bribery Act Policy pdf txt,regulatory,legal
1286,Report pdf txt,regulatory,legal
1287,Report pdf txt,regulatory,legal
1288,Cert pdf txt,regulatory,legal
1289,NYFIX SMA Amend pdf txt,contracts,legal
1290,NYFIX SMA Amend pdf txt,contracts,legal
1291,NYFIX SMA pdf txt,sales and marketing,legal
1292,NYFIX SMA Amend pdf txt,contracts,legal
1293,NYFIX SMA Amend pdf txt,sales and marketing,legal
1294,Empty Folder txt txt,technical and it,legal
1295,TKS Asset Purchase Agreement Amend pdf txt,contracts,legal
1296,Client Amendment Redacted pdf txt,contracts,legal
1297,Client Cloud Addendum Redacted pdf txt,intellectual property,legal
1298,Client Amendment Redacted pdf txt,human resources,legal
1299,Client Addendum Redacted pdf txt,intellectual property,legal
1300,Client Amendment Redacted pdf txt,human resources,legal
1301,Client GDPR General Data Protection Regulation Addendum Redacted pdf txt,intellectual property,legal
1302,Deed surrender pdf txt,contracts,legal
1303,Wayleave Agreement pdf txt,contracts,legal
1304,Licence make alterations Coal Pension pdf txt,contracts,legal
1305,Wave Rock Feb Tower Space Registered Lease Deed pdf txt,regulatory,legal
1306,Market Sales during time period Executed Lease Agreement pdf txt,contracts,legal
1307,Compass Office Service Agreement Renewal signed pdf txt,contracts,legal
1308,Toronto Regus Canada pdf txt,contracts,legal
1309,Sub Sublease OCt pdf txt,contracts,legal
1310,Wacker Lease Agreement pdf txt,contracts,legal
1311,Wacker Executed Consent pdf txt,contracts,legal
